iid
173154310
168607751
183894024
170024967
185163783
178724878
164823057
173727763
169467926
165019671
187768856
170098713
164102170
185622556
183066655
217743392
250732576
251166755
186007591
178864172
170041392
171081777
177487920
177389617
163733553
179593265
187392052
180903990
180895801
166985791
185688127
181035072
176095301
186728517
165666885
164003912
166232137
171327561
182902857
164012113
167952467
168796248
184098904
169246810
168812636
187695200
173613152
178831458
169287779
179372132
175243368
175677546
249430123
182657131
175988843
184762478
248889458
187474035
253304948
176799859
169984116
176275576
182329466
179298428
168951933
181076098
174964866
167985283
175161476
177717380
175054983
178602118
186376324
173056139
175407246
180248718
168476821
250806424
168231067
177012892
179789982
252223647
164815008
182026401
177963170
167387298
164642982
169820326
248602792
252305576
179454122
253083826
184238260
168329402
184230074
181117120
184139972
177701062
175808716
184541388
174481616
184803537
164028633
171458778
251166939
166183131
169107679
179085536
251224290
170500328
170762472
182395113
173498602
167510257
169607409
253305079
189227256
189366521
186130684
175538429
179749116
167772415
184533245
178209029
164700422
166240518
173998344
164512006
171196680
185999629
168493326
179912973
166355215
166797585
163217683
171131155
168452375
172777757
168976672
179249441
173826338
167346468
179732773
172917030
180068645
183329060
176390446
181944623
166215984
185942321
183198002
173572405
173891896
171024700
183140669
182567228
165003584
188277057
188981570
168386883
230596932
163406150
177643847
177316180
181166421
182239579
248676702
248807774
179552608
177627490
173113702
185721196
185958766
174301550
176406894
185844079
170434931
163381623
181846391
187933049
164626810
182559105
172679555
177561987
173785482
164831627
168141198
214909326
168214927
248578449
175137169
167313811
170041749
170672534
176185749
169902489
170394011
252092829
173171101
170377631
249708959
178266532
169124261
173367717
168108458
165544363
187974058
175047085
180806059
217997739
165814704
188236210
179339699
178389428
186655155
174866869
182239669
186065336
177783227
169517501
176153021
187007423
186941888
163094976
249487806
174571971
249717184
173343174
183370183
163267014
183484872
174318022
167305674
181076428
188137933
189391309
185598415
178348495
187441618
166306260
177021396
167502299
168149475
181445092
167608806
178291177
185958889
178831849
170639852
168501741
166584815
178618864
248734192
176333298
183304691
169804276
180732403
169001460
178119157
165200377
248668667
168796668
173629949
187073022
185410046
173539843
188662275
163693061
174531078
169665029
174522892
178733581
179511822
189088269
184410636
173023763
165192217
188105244
178643485
183779870
177668643
178717219
188531236
165610022
177078822
182125096
177250857
183157288
187392550
169992749
188432943
248570417
248578611
189022772
167199288
174907968
173711940
184451654
171532872
188981834
171835980
184713804
176374349
175063631
169656912
184566353
172810836
177906264
167641689
187343454
169108062
183312993
180675169
177922658
167993957
179724902
169132647
171639401
248357481
182624874
187646571
181060207
187376242
168452726
164225655
248889978
170828413
181707391
171115138
180429442
240927364
223945350
248455818
252306059
179331727
188359312
176562833
172638864
171008663
174965400
165225113
178447010
186663587
168026790
187687595
186892972
164266670
186991279
183370418
167133877
164905654
167436983
182158013
173982399
168116932
187384517
177750729
252216010
187376331
168379082
169485007
169706192
182559441
164061910
181068504
183337690
163734235
183763676
188670686
186835679
163537633
185680611
175276772
181011173
246645478
188441320
171901674
167265003
165102317
180052718
184591088
170746609
163513076
165233396
163144440
177431288
177980154
169091837
164233982
164512510
178094848
175694589
174678784
163308289
178594564
248578824
178070281
183706380
164987667
175137556
172974871
169411354
166101787
175907610
164070173
179823387
180003616
187278112
184099619
178971428
166953766
169517862
164979495
179741481
187138861
186696494
182010675
186245941
169837369
175514429
172057406
172401471
166355775
185516865
185738050
168911684
189268807
164193103
167486288
168051540
175694678
183083867
165372764
178537309
166060894
189104991
249439073
174801763
168682341
180183911
214967146
186983278
188638064
187442034
184451955
186581877
187360118
167117693
176931711
169542534
185934728
185975688
174441354
174842769
171541396
174408596
187909012
170271639
183427994
176817051
253043612
182387613
186336155
185410463
181388192
171631516
173188003
248791973
177488807
176079784
174015401
172860330
174498730
184452012
184869802
177431468
168256430
251233200
175170480
185951153
186393525
173867958
166962105
168428474
177669052
188228540
176931772
186540988
177628095
164004801
179332031
176587717
184042437
175178701
185344973
173302735
176038866
168797139
253305813
165077976
167642078
167093216
177923042
177947620
183501797
181486570
189113325
167347183
169960433
176129013
175023096
174719993
188031997
174302206
169542656
172475395
180356101
180913157
182707209
178619402
177710092
175735821
187810830
172295188
164922389
182289428
187278356
179586068
186835993
176661532
184460318
182723615
189301792
183321633
179348518
187941926
174056488
187196457
182084650
173425709
182076461
172713005
166388783
173769779
169681972
167175220
188113976
181470266
183690298
187221053
181756989
183002177
182682693
186786888
166528075
189375571
170452051
174081115
167355484
167388252
188802139
177251424
184173669
185869414
164758631
168436839
165299302
188146790
185033836
176063601
186950770
181388401
248579188
166921333
172541045
249488497
251094130
165258361
176669819
189129852
180970621
176645247
164988032
179315840
173704327
201540744
171091084
179020944
164586641
178062486
171910296
164996250
188777636
167625892
163898533
175981735
184091817
252224682
185812138
176284841
185689259
182944947
184894644
171541695
173089987
166249667
185074885
165790917
176956621
178554064
169387217
177390802
175187171
168584422
168355047
169075946
163153133
185836782
182133999
164717810
186574068
163448053
180913401
248808697
189310203
169837820
168420601
186664190
182396159
175908096
181658875
184395010
163308797
168289539
187671816
170870025
180602122
179528971
181749009
173073691
179143967
165750048
173294880
178054431
185558305
181036326
253084970
167331115
179594538
163693870
183338288
169878837
188794169
188147002
187376955
182125886
176858431
185394494
182904129
180233539
180118854
175179084
174523725
177325392
248579410
177882451
249505118
166208863
168207712
181462367
169198948
173188455
188826990
178120049
180405620
168396149
248939896
253306234
175072634
178259327
168240514
168215938
170182021
169338246
186926471
182805895
173270409
172729739
184518028
175703437
187655565
180921745
167232914
171197843
181929364
249529749
185722261
168773015
183682456
163120540
176383390
168068517
166225317
187073966
248612274
168428980
249431477
179815863
163808697
187303353
168674745
253076924
182633913
217802174
168633797
174818758
181298630
166143434
174704074
166774219
186041806
169723343
179316177
179742165
176498136
217155036
174745058
176489956
166471141
184116709
186041835
165176814
168895985
171009522
177104372
184362486
171132406
165471737
183821817
184485374
227034622
164357633
184714754
185001474
165021189
186983942
165504517
248800778
248808971
187418123
248792589
163096080
183199250
168085011
179029525
171968023
179160601
188270110
249923103
183559713
185345570
177784357
185435687
165766696
172205610
163497520
168912434
172140090
182117948
173852222
165611072
169018945
249923137
181151296
165832257
172189254
182781511
